Layer,Name,Area,Length,Contents,Count,Block Unit,Color,Linetype,Closed,Area_m2
0,Polyline,2437.8157,217.2799,,1,,12,ByBlock,True,0.0024
0,Polyline,270000.0000,2100.0000,,1,,yellow,ByLayer,False,0.2700
MB-ELEV 2,Polyline,0.0000,19.3334,,1,,ByLayer,ByLayer,False,0.0000
MB-ELEV 2,Line,,9.2794,,1,,ByLayer,ByLayer,,
0,Polyline,0.0000,450.0000,,1,,ByLayer,ByLayer,False,0.0000
0,Polyline,0.0000,468.0000,,1,,ByLayer,ByLayer,False,0.0000
0,Polyline,0.0000,452.0000,,1,,ByLayer,ByLayer,False,0.0000
0,Line,,455.0000,,1,,ByLayer,ByLayer,,
0,MText,,,"\pxi-3,l3,qj,t3;1.	TODAS LAS DIMENSIONES SE EXPRESAN EN MILIMETROS, SALVO QUE SE INDIQUE LO CONTRARIO\P2.	COMPROBAR LAS MEDIDAS EN OBRA\P3.	NO TOMAR MEDIDAS POR MEDIO DE LA ESCALA\P4.	ES DE ENTERA RESPONSABILIDAD DEL CONSTRUCTOR O RESPONSABLE DE LA EJECUCIÓN DE LA OBRA IDENTIFICAR TODOS LOS REFUERZOS QUE SEAN NECESARIOS, YA SEA DETRÁS DE LOS MUEBLES, DEL TECHO O DE CUALQUIER OTRO LUGAR QUE PUEDA NECESITAR REFUERZO. LAS ARQUITECTAS ESTARÁN A SU DISPOSICIÓN PARA ACLARAR CUALQUIER DUDA SOBRE LAS POSICIONES DE LOS MISMOS, PERO EL DIMENSIONAMIENTO DE LOS MISMOS ES RESPONSABILIDAD DEL EJECUTOR.",1,,12,ByBlock,,
0,Polyline,0.0000,3.0000,,1,,ByLayer,ByLayer,False,0.0000
FA_LAMINA,MText,,,{\W0.7;LDS-PAK-09},1,,ByLayer,ByLayer,,
FA_LAMINA,MText,,,LAMINA 09 DE 14,1,,ByLayer,ByLayer,,
FA_LAMINA,MText,,,{\H0.4x;\W1;PLANTA DE REQUERIMIENTOS SANITARIO},1,,ByLayer,ByLayer,,
FA_TEXTO,Polyline,2338.2250,214.6920,,1,,ByLayer,ByBlock,True,0.0023
FA_LAMINA,MText,,,{\W0.7;LDS-PAK-06},1,,ByLayer,ByLayer,,
FA_LAMINA,MText,,,LAMINA 06 DE 14,1,,ByLayer,ByLayer,,
FA_LAMINA,MText,,,{\H0.4x;\W1;PLANTA DE TERMINACIONES},1,,ByLayer,ByLayer,,
0,Line,,91054.4438,,1,,ByLayer,ByLayer,,
Defpoints,Polyline,405469.5214,5231.2629,,1,,ByLayer,ByLayer,True,0.4055
FA_LAMINA,MText,,,{\H0.4x;\W1;FACHADA Y DETALLES},1,,ByLayer,ByLayer,,
FA_LAMINA,MText,,,LAMINA 05 DE 14,1,,ByLayer,ByLayer,,
0,MText,,,\pxqc;{\fArial|b1|i0|c0|p0;SIMBOLOGÍA},1,,ByLayer,ByLayer,,
0,MText,,,\pxqc;{\fArial|b1|i0|c0|p0;DESRIPCCIÓN},1,,ByLayer,ByLayer,,
0,MText,,,\pxqc;{\fArial|b1|i0|c0|p0;NOMENCLATURA - REQUERIMIENTOS ELÉTRICOS Y CCDD},1,,ByLayer,ByLayer,,
0,MText,,,\pxql;{\fArial|b0|i0|c0|p0;ENCHUFE DE FUERZA - INSTALADO SOBRE CIELO},1,,ByLayer,ByLayer,,
0,MText,,,\pxql;{\fArial|b0|i0|c0|p0;ENCHUFE DE FUERZA - EMBUTIDO EN EL PISO},1,,ByLayer,ByLayer,,
0,MText,,,\pxql;{\fArial|b0|i0|c0|p34;ARRANQUE ELÉCTRICO A PISO (CONSIDERAR IP64)},1,,ByLayer,ByLayer,,
0,MText,,,\pxql;{\fArial|b0|i0|c0|p0;PUNTO PARA RED},1,,ByLayer,ByLayer,,
FA_SISTEMAS ELECTRICOS,Line,,1.1882,,1,,ByLayer,ByBlock,,
FA_SISTEMAS ELECTRICOS,Hatch,3.8206,,,1,,ByLayer,ByBlock,,0.0000
FA_SISTEMAS ELECTRICOS,Tomada 2P+T  PISO,,,,1,Millimeters,ByLayer,Continuous,,
FA_SISTEMAS ELECTRICOS,Polyline,2.2291,6.8067,,1,,ByLayer,ByBlock,True,0.0000
0,MText,,,\pxql;{\fArial|b0|i0|c0|p0;PUNTO PARA TELEFONO},1,,ByLayer,ByLayer,,
0,MText,,,\pxql;{\fArial|b0|i0|c0|p0;PUNTO PARA TV (COAXIAL)},1,,ByLayer,ByLayer,,
0,MText,,,\pxql;{\fArial|b0|i0|c0|p0;PUNTO PARA CAMARA },1,,ByLayer,ByLayer,,
0,MText,,,\pxql;{\fArial|b0|i0|c0|p0;PUNTO PARA SENSOR DE MOVIMIENTO},1,,ByLayer,ByLayer,,
FA_TEXTO,MText,,,\pxqr;{\fArial Narrow|b0|i0|c0|p34;\T0.9;NOTA: ES RESPONSABILIDAD DE LA CONSTRUCTORA REVISAR LA CANTIDAD DE LOS REQUERIMIENTOS ELECTRICOS},1,,ByLayer,ByLayer,,
FA_SISTEMAS ELECTRICOS,Hatch,4.1597,,,1,,ByLayer,ByBlock,,0.0000
0,MText,,,\pxql;{\fArial|b0|i0|c0|p0;ENCHUFE DE FUERZA - ALTURA INDICADA},1,,ByLayer,ByLayer,,
FA_SISTEMAS ELECTRICOS,Polyline,0.7374,2.6100,,1,,ByLayer,ByBlock,False,0.0000
FA_TEXTO,Line,,104.5943,,1,,ByBlock,ByLayer,,
FA_TEXTO,Line,,104.5781,,1,,ByBlock,ByLayer,,
0,Line,,104.5620,,1,,cyan,ByLayer,,
FA_LAMINA,MText,,,{\W0.7;LDS-PAK-14},1,,ByLayer,ByLayer,,
FA_LAMINA,MText,,,LAMINA 14 DE 14,1,,ByLayer,ByLayer,,
FA_LAMINA,MText,,,{\H0.4x;\W1;DETALLES},1,,ByLayer,ByLayer,,
FA_TEXTO,Polyline,2329.6148,214.4683,,1,,ByLayer,ByBlock,True,0.0023
FA_LAMINA,MText,,,{\W0.7;LDS-PAK-08},1,,ByLayer,ByLayer,,
FA_LAMINA,MText,,,LAMINA 08 DE 14,1,,ByLayer,ByLayer,,
FA_LAMINA,MText,,,{\H0.4x;\W1;PLANTA DE ENCHUFES},1,,ByLayer,ByLayer,,
FA-SISTEMAS,Polyline,2182.9827,210.6580,,1,,"41,49,137",ByLayer,True,0.0022
0,Polyline,7094.3027,338.6279,,1,,ByLayer,ByLayer,True,0.0071
FA_SISTEMAS ELECTRICOS,sensor mov,,,,1,Meters,ByLayer,ByBlock,,
FA_SISTEMAS ELECTRICOS,Polyline,17.8118,17.5224,,1,,ByLayer,ByBlock,True,0.0000
FA_SISTEMAS ELECTRICOS,Polyline,4.9950,9.2229,,1,,ByLayer,ByBlock,True,0.0000
FA_SISTEMAS ELECTRICOS,Line,,1.3050,,1,,ByLayer,ByBlock,,
FA_SISTEMAS ELECTRICOS,Polyline,4.1597,9.3050,,1,,ByLayer,ByBlock,True,0.0000
FA_SISTEMAS ELECTRICOS,Polyline,0.0000,1.7327,,1,,ByLayer,ByBlock,False,0.0000
FA_SISTEMAS ELECTRICOS,Polyline,0.0000,3.0043,,1,,ByLayer,ByBlock,False,0.0000
FA_TEXTO,Polyline,389.8017,248.8665,,1,,ByBlock,ByLayer,True,0.0004
FA_TEXTO,Polyline,10652.1138,418.1871,,1,,ByBlock,ByLayer,True,0.0107
FA_TEXTO,Line,,87.8760,,1,,ByBlock,ByLayer,,
FA_LAMINA,MText,,,{\W0.7;LDS-PAK-10},1,,ByLayer,ByLayer,,
FA_LAMINA,MText,,,LAMINA 10 DE 14,1,,ByLayer,ByLayer,,
FA_LAMINA,MText,,,{\H0.4x;\W1;PLANTA COORDINACION DE ESPECIALIDADES},1,,ByLayer,ByLayer,,
FA_LAMINA,MText,,,{\W0.7;LDS-PAK-13},1,,ByLayer,ByLayer,,
FA_LAMINA,MText,,,LAMINA 13 DE 14,1,,ByLayer,ByLayer,,
FA_LAMINA,MText,,,{\H0.4x;\W1;CORTES MUEBLES},1,,ByLayer,ByLayer,,
FA_COLOR 12,MText,,,\pxqc;{\fArial|b0|i0|c0|p34;\W0.7;NO APLICA\PLOS MUEBLES DE SALA DE VENTAS SON PARTE DE OTRA LICITACION},1,,ByLayer,ByLayer,,
FA_COLOR 12,Polyline,4962.4725,350.9606,,1,,ByLayer,ByLayer,True,0.0050
FA_COLOR 12,Polyline,5680.3937,366.9606,,1,,ByLayer,ByLayer,True,0.0057
FA_LAMINA,MText,,,{\W0.7;LDS-PAK-03},1,,ByLayer,ByLayer,,
FA_LAMINA,MText,,,LAMINA 03 DE 14,1,,ByLayer,ByLayer,,
FA_LAMINA,MText,,,{\H0.4x;\W1;PLANTA DE MUEBLES},1,,ByLayer,ByLayer,,
0,MText,,,\pxql;{\fArial|b0|i0|c0|p0;DESTRABADOR MANUAL},1,,ByLayer,ByLayer,,
FA_SISTEMAS ELECTRICOS,MText,,,S,1,,ByLayer,ByBlock,,
0,MText,,,"\pxql;{\fArial|b0|i0|c0|p0;TDA: CUADRO ELÉCTRICO DE DISTRIBUCIÓN DE FUERZA Y ILUMINACIÓN - ALTO 1,60 M}",1,,ByLayer,ByLayer,,
FA_SISTEMAS ELECTRICOS,Polyline,23.4188,25.2981,,1,,ByLayer,ByBlock,True,0.0000
FA_SISTEMAS ELECTRICOS,Tomada Telefone,,,,1,Millimeters,ByLayer,Continuous,,
FA_SISTEMAS ELECTRICOS,Circle,8.0830,,,1,,ByLayer,ByBlock,,0.0000
FA_SISTEMAS ELECTRICOS,Polyline,8.0618,10.0718,,1,,ByLayer,ByBlock,True,0.0000
FA_SISTEMAS ELECTRICOS,PONTO-TV,,,,1,Undefined,ByLayer,Continuous,,
FA_SISTEMAS ELECTRICOS,Circle,7.6402,,,1,,ByLayer,ByBlock,,0.0000
FA_SISTEMAS ELECTRICOS,Polyline,2.9424,4.8517,,1,,ByLayer,ByBlock,False,0.0000
FA_SISTEMAS ELECTRICOS,Hatch,1.9103,,,1,,ByLayer,ByBlock,,0.0000
FA_TEXTO,Line,,104.6105,,1,,ByBlock,ByLayer,,
FA_SISTEMAS ELECTRICOS,Polyline,0.0000,3.7606,,1,,ByLayer,ByBlock,False,0.0000
FA_SISTEMAS ELECTRICOS,Hatch,7.1674,,,1,,ByLayer,ByBlock,,0.0000
FA_SISTEMAS ELECTRICOS,Polyline,7.1674,12.7750,,1,,ByLayer,ByBlock,True,0.0000
FA_SISTEMAS ELECTRICOS,Polyline,0.0000,1.8194,,1,,ByLayer,ByBlock,False,0.0000
FA_SISTEMAS ELECTRICOS,Polyline,0.0000,3.1545,,1,,ByLayer,ByBlock,False,0.0000
FA_SISTEMAS ELECTRICOS,Circle,1.2753,,,1,,ByLayer,ByBlock,,0.0000
0,MText,,,\pxql;{\fArial|b0|i0|c0|p0;SENSOR MAGNÉTICO},1,,ByLayer,ByLayer,,
FA_SISTEMAS ELECTRICOS,Polyline,0.0000,10.6377,,1,,ByLayer,ByBlock,False,0.0000
0,MText,,,\pxql;{\fArial|b0|i0|c0|p0;ENCHUFE DE FUERZA PARA COMPUTACIÓN - ALTURA INDICADA},1,,ByLayer,ByLayer,,
FA_LAMINA,MText,,,{\W0.7;LDS-PAK-05},1,,ByLayer,ByLayer,,
0,MText,,,{\fArial|b0|i0|c0|p34;EQUIPO AUTOENERGIZADO  SALIDA CON LED VERDE\PSEGUN PROYECTO ELECTRICO},1,,ByLayer,ByLayer,,
FA_ILUMINARIAS,Polyline,11.0492,13.2962,,1,,ByLayer,ByBlock,True,0.0000
FA_TEXTO,MText,,,{\fArial|b1|i0|c0|p34;5},1,,ByBlock,ByLayer,,
FA_TEXTO,MText,,,\pxql;{\fArial|b0|i0|c0|p34;PORCELANATO ESMALTADO IMPRESION DIGITAL 60X60 CM \PDISTRICT PLUS GREIGE MATE.\P\fArial|b1|i0|c0|p34;PROVEEDOR: MK},1,,ByBlock,ByLayer,,
MB-ELEV 2,Polyline,10560.3808,414.1198,,1,,"41,49,137",ByLayer,True,0.0106
MB-ELEV 2,Line,,124.9232,,1,,yellow,HIDDEN2,,
MB-ELEV 2,Polyline,833.3334,116.6667,,1,,"41,49,137",HIDDEN2,True,0.0008
MB-ELEV 2,Polyline,833.3333,116.6667,,1,,"41,49,137",HIDDEN2,True,0.0008
MB-ELEV 2,Polyline,386.8078,90.2143,,1,,"41,49,137",HIDDEN2,False,0.0004
MB-ELEV 2,Polyline,5137.4141,243.2514,,1,,"41,49,137",HIDDEN2,False,0.0051
FA_TEXTO,MText,,,\pxql;{\fArial|b0|i0|c0|p34;MARMOL COLOR CREMA MARFIL ACABADO OPACO.\P\fArial|b1|i0|c0|p34;\LREFERENCIA: SEGUN MUESTRA MANDANTE \PPROVEEDOR MARGRAF},1,,ByBlock,ByLayer,,
FA_TEXTO,MText,,,\pxql;{\fArial|b0|i0|c0|p34;MARMOL COLOR ROSSO ASIAGO ACABADO OPACO.\P\fArial|b1|i0|c0|p34;\LREFERENCIA: SEGUN MUESTRA MANDANTE \PPROVEEDOR MARGRAF},1,,ByBlock,ByLayer,,
FA_TEXTO,MText,,,\pxql;{\fArial|b0|i0|c0|p34;MARMOL COLOR ROSSO ALICANTE ACABADO OPACO.\P\fArial|b1|i0|c0|p34;\LREFERENCIA: SEGUN MUESTRA MANDANTE \PPROVEEDOR MARGRAF},1,,ByBlock,ByLayer,,
FA_TEXTO,MText,,,"\pxql;{\fArial|b0|i0|c0|p34;MOSAICO DE MARMOL SEGUN DETALLE (DET 5.2), COMPUESTO DE PIEZAS DE MARMOL\PCOLOR CREMA MARFIL ACABADO OPACO,\P\fArial|b1|i0|c0|p34;REFERENCIA: SEGUN MUESTRA MANDANTE PROVEEDOR MARGRAF}",1,,ByBlock,ByLayer,,
FA_TEXTO,MText,,,"\pxql;{\fArial|b0|i0|c0|p34;PIEZA DE MARMOL EN ACCESO CON LOGO INCORPORADO SEGUN DETALLE (DET 5.3)\PCOLOR ROSSO ASIAGO ACABADO OPACO,\P\fArial|b1|i0|c0|p34;REFERENCIA: SEGUN MUESTRA MANDANTE PROVEEDOR MARGRAF}",1,,ByBlock,ByLayer,,
FA_TEXTO,MText,,,"\pxql;{\fArial|b0|i0|c0|p34;TARIMA DE MARMOL EN VITRINA SEGUN DETALLE\PCOLOR ROSSO ASIAGO ACABADO OPACO,\P\fArial|b1|i0|c0|p34;REFERENCIA: SEGUN MUESTRA MANDANTE PROVEEDOR MARGRAF}",1,,ByBlock,ByLayer,,
MB-ELEV 2,Polyline,818.3718,106.8920,,1,,yellow,HIDDEN2,False,0.0008
FA_SIMBOLO,SIM PISO,,,,1,Centimeters,ByLayer,ByLayer,,
MB-ELEV 2,MText,,,"\pxql;{\fArial|b0|i0|c0|p34;PIEZA DE MARMOL EN ACCESO \PCOLOR ROSSO ASIAGO ACABADO OPACO.\PCON LOGO PLANCHA DE BRONCE E=2MM ACABADO OPACO SEGUN MUESTRA,  EMBUTIDO EN MARMOL\P*ARCHIVO GRAFICO A PROVEER POR MANDANTE}",1,,yellow,HIDDEN2,,
FA_SIMBOLO,SIMBOLO XOCALO,,,,1,Centimeters,ByLayer,ByLayer,,
FA_TEXTO,MText,,,\pxql;{\fArial|b0|i0|c0|p34;PORCELANATO ESMALTADO IMPRESION DIGITAL 60X60 CM \PDISTRICT PLUS GREIGE MATE.\P\fArial|b1|i0|c0|p34;\LPROVEEDOR: MK},1,,ByBlock,ByLayer,,
FA_LAMINA,MText,,,{\H0.4x;\W1;PLANTA DE PAVIMENTOS},1,,ByLayer,ByLayer,,
0,Polyline,2394.8078,216.1624,,1,,12,ByBlock,True,0.0024
0,MText,,,"\pxi-3,l3,qj,t3;1.	TODAS LAS DIMENSIONES SE EXPRESAN EN CENTÍMETROS, SALVO QUE SE INDIQUE LO CONTRARIO\P2.	COMPROBAR LAS MEDIDAS EN OBRA\P3.	NO TOMAR MEDIDAS POR MEDIO DE LA ESCALA\P4.	ES DE ENTERA RESPONSABILIDAD DEL CONSTRUCTOR O RESPONSABLE DE LA EJECUCIÓN DE LA OBRA IDENTIFICAR TODOS LOS REFUERZOS QUE SEAN NECESARIOS, YA SEA DETRÁS DE LOS MUEBLES, DEL TECHO O DE CUALQUIER OTRO LUGAR QUE PUEDA NECESITAR REFUERZO. LAS ARQUITECTAS ESTARÁN A SU DISPOSICIÓN PARA ACLARAR CUALQUIER DUDA SOBRE LAS POSICIONES DE LOS MISMOS, PERO EL DIMENSIONAMIENTO DE LOS MISMOS ES RESPONSABILIDAD DEL EJECUTOR.",1,,12,ByBlock,,
0,Polyline,3604.1038,247.5865,,1,,12,ByBlock,True,0.0036
FA_TEXTO,Polyline,9827.2774,411.5254,,1,,ByBlock,ByLayer,True,0.0098
FA_TEXTO,Polyline,0.0000,99.2332,,1,,ByBlock,ByLayer,False,0.0000
FA_TEXTO,Polyline,0.0000,99.0960,,1,,ByBlock,ByLayer,False,0.0000
FA_SIMBOLO,MText,,,\pxqc;{\fArial|b0|i0|c0|p34;PISO},1,,ByLayer,ByLayer,,
FA_TEXTO,MText,,,"\pxql;{\fArial|b0|i0|c0|p34;MOSAICO DE MARMOL SEGUN DETALLE (DET 5.2), COMPUESTO DE PIEZAS DE MARMOL\PCOLOR CREMA MARFIL ACABADO OPACO,\PCOLOR ROSSO ALICANTE ACABADO OPACO,\PCOLOR ROSSO ASIAGO ACABADO OPACO.\P\fArial|b1|i0|c0|p34;REFERENCIA: SEGUN MUESTRA MANDANTE PROVEEDOR MARGRAF}",1,,ByBlock,ByLayer,,
FA_TEXTO,MText,,,{\fArial|b1|i0|c0|p34;6},1,,ByBlock,ByLayer,,
FA_TEXTO,MText,,,\pxql;{\fArial|b0|i0|c0|p34;PAVIMENTO IDEM MALL},1,,ByBlock,ByLayer,,
FA_TEXTO,MText,,,\pxql;{\fArial|b0|i0|c0|p34;CUBREJUNTA PERFIL OMEGA COLOR \C242;\c2564301;BRONCE\C0; 10X10X2500 MM\P\fArial|b1|i0|c0|p34;\LPROVEEDOR: },1,,ByBlock,ByLayer,,
FA_TEXTO,MText,,,{\fArial|b1|i0|c0|p34;7},1,,ByBlock,ByLayer,,
FA_TEXTO,Polyline,2637.2155,301.2484,,1,,ByBlock,ByLayer,True,0.0026
FA_TEXTO,MText,,,\pxql;{\fArial|b0|i0|c0|p34;MDF 10MM REVESTIDO EN FIERRO PLEGADO LAMINADO EN FRIO e:1.5 \fArial|b1|i0|c0|p34;h:10cm\fArial|b0|i0|c0|p34; \P\fArial|b1|i0|c0|p34;\LELECTROPINTADO COLOR BRONCE \fArial|b0|i0|c0|p34;\l(VER DETALLE)\C242;\c2564301; POR MUEBLISTA},1,,ByBlock,ByLayer,,
FA_SIMBOLO,MText,,,\pxqc;{\fArial|b0|i0|c0|p34;ZÓCALO},1,,ByLayer,ByLayer,,
MB-ELEV 2,Polyline,893.1178,139.6010,,1,,yellow,CONTINOUS,True,0.0009
MB-ELEV 2,Polyline,0.0000,21.1408,,1,,yellow,CONTINOUS,False,0.0000
0,MText,,,{\fArial|b1|i0|c0|p34;IMPORTANTE: SE DEBE TENER EN CONSDIERACION EL DIFERENTE ESPESOR DE CADA PAVIMENTO AL MOMENTO DE LA EJECUCION DE LA SOBRELOSA.},1,,12,ByBlock,,
FA_TEXTO,Polyline,2364.4457,215.3734,,1,,ByLayer,ByBlock,True,0.0024
FA_LAMINA,MText,,,{\H0.4x;\W1;DETALLE PILAR \POBRAS CIVILES},1,,ByLayer,ByLayer,,
FA_LAMINA,MText,,,{\W0.7;LDS-PAK-07},1,,ByLayer,ByLayer,,
FA_LAMINA,MText,,,LAMINA 07 DE 14,1,,ByLayer,ByLayer,,
FA_LAMINA,MText,,,{\H0.4x;\W1;PLANTA DE ILUMINACIÓN},1,,ByLayer,ByLayer,,
FA_TEXTO,Polyline,2332.7391,214.5495,,1,,ByLayer,ByBlock,True,0.0023
0,Polyline,8465.6891,368.0657,,1,,ByLayer,ByLayer,True,0.0085
FA-SISTEMAS,Polyline,2651.3479,222.8287,,1,,"41,49,137",ByLayer,True,0.0027
FA_TEXTO,MText,,,\pxqr;{\fArial Narrow|b0|i0|c0|p34;\T0.9;NOTA: ES RESPONSABILIDAD DE LA CONSTRUCTORA REVISAR LA CANTIDAD DE EQUIPOS DE ILUMINACION.},1,,ByLayer,ByLayer,,
00_HACTH MUROS,Polyline,5.1833,20.7314,,1,,82,ByLayer,True,0.0000
00_HACTH MUROS,Line,,10.3657,,1,,82,ByLayer,,
FA_ILUMINARIAS,Polyline,9.4807,22.5606,,1,,ByLayer,ByLayer,False,0.0000
FA_ILUMINARIAS,LINEAL,,,,1,Centimeters,ByLayer,Hidden,,
FA_ILUMINARIAS,Polyline,31.7661,34.6008,,1,,ByLayer,ByLayer,True,0.0000
0,MText,,,{\fArial|b1|i0|c0|p34;BODEGA:	\fArial|b0|i0|c0|p34;\PCANOA HERMETICA 2X36W FLUOR COLOR 83 },1,,ByLayer,ByLayer,,
FA_LAMINA,MText,,,{\H0.4x;\W1;CORTES OBRAS CIVILES},1,,ByLayer,ByLayer,,
FA_TEXTO,MText,,,{\fGeneva|b1|i0|c0|p0;SIMBOLOGIA RCI},1,,ByLayer,ByBlock,,
FA_TEXTO,Line,,91.5240,,1,,ByLayer,ByLayer,,
FA_TEXTO,Line,,15.7705,,1,,ByLayer,ByLayer,,
FA_LAMINA,MText,,,{\W0.7;LDS-PAK-02},1,,ByLayer,ByLayer,,
FA_LAMINA,MText,,,LAMINA 02 DE 14,1,,ByLayer,ByLayer,,
FA_LAMINA,MText,,,{\H0.4x;\W1;PLANTA DE CONSTRUCCIÓN},1,,ByLayer,ByLayer,,
FA_LAMINA,MText,,,{\W0.7;LDS-PAK-01},1,,ByLayer,ByLayer,,
FA_LAMINA,MText,,,LAMINA 01 DE 14,1,,ByLayer,ByLayer,,
FA_LAMINA,MText,,,{\H0.4x;\W1;PLANTA DE ARQUITECTURA},1,,ByLayer,ByLayer,,
0,Polyline,0.0000,6.0106,,1,,ByLayer,ByLayer,False,0.0000
0,MText,,,{\fArial|b1|i0|c0|p34;SALA DE VENTAS Y BODEGA\fArial|b0|i0|c0|p34;:\PKIT EMERGENCIA  (90-120 MIN AUTONOMÍA) \PDEBE CONSIDERAR PROYECTAR 9 LUMENES EN SALA DE VENTAS},1,,ByLayer,ByLayer,,
FA_TEXTO,extor co2,,,,1,Millimeters,ByLayer,ByLayer,,
FA_COLOR 12,Hatch,7.0626,,,1,,ByLayer,ByLayer,,0.0000
FA_COLOR 12,Polyline,7.0626,12.1158,,1,,ByLayer,ByLayer,True,0.0000
FA_TEXTO,EXTINTOR PQS,,,,1,Millimeters,ByLayer,ByLayer,,
7887_EXTINCION,Hatch,6.9966,,,1,,ByLayer,ByLayer,,0.0000
7887_EXTINCION,Polyline,6.9966,10.5805,,1,,ByLayer,ByLayer,True,0.0000
7887_EXTINCION,Polyline,14.0675,17.0993,,1,,ByLayer,ByLayer,True,0.0000
FA_TEXTO,Polyline,1443.3772,214.5889,,1,,ByLayer,ByLayer,True,0.0014
FA_COLOR 12,Polyline,14.0320,17.0778,,1,,ByLayer,ByLayer,True,0.0000
Proyección,Polyline,90356.2500,1112.5000,,1,,ByLayer,Hidden,False,0.0904
A-ARQ-HATCH,Hatch,344754.1239,,,1,,8,ByLayer,,0.3448
00_HACTH MUROS,Hatch,1099108.1703,,,1,,"153,153,153",ByLayer,,1.0991
MB-ELEV 2,Polyline,10910.2257,1492.4283,,1,,ByLayer,ByLayer,True,0.0109
MB-ELEV 2,Polyline,10647.5773,1450.2584,,1,,ByLayer,ByLayer,True,0.0106
00_HACTH MUROS,Hatch,10647.5773,,,1,,"153,153,153",ByLayer,,0.0106
A-ARQ-HATCH,Hatch,1200.0352,,,1,,ByLayer,ByLayer,,0.0012
A-ARQ-HATCH,Hatch,10910.2257,,,1,,ByLayer,ByLayer,,0.0109
MB-ELEV 2,Polyline,0.0000,143.1505,,1,,yellow,ByLayer,False,0.0000
A-ARQ-CIELO FALSO,Line,,549.1728,,1,,red,ByLayer,,
A-ARQ-CIELO FALSO,Line,,553.2838,,1,,red,ByLayer,,
A-ARQ-CIELO FALSO,Line,,584.4099,,1,,red,ByLayer,,
A-ARQ-CIELO FALSO,Line,,580.2989,,1,,red,ByLayer,,
A-ARQ-CIELO FALSO,Line,,1245.7318,,1,,red,ByLayer,,
A-ARQ-CIELO FALSO,Line,,1272.0584,,1,,8,ByLayer,,
A-ARQ-HATCH,Hatch,,,,1,,ByLayer,ByLayer,,
A-ARQ-CIELO FALSO,Line,,1250.0092,,1,,red,ByLayer,,
A-ARQ-CIELO FALSO,Line,,53.3462,,1,,ByLayer,ByLayer,,
MB-ELEV 2,Polyline,1200.0352,190.0047,,1,,ByLayer,ByLayer,True,0.0012
A-ARQ-CIELO FALSO,Line,,256.2970,,1,,ByLayer,ByLayer,,
MB-ELEV 2,Multileader,,,,1,,"205,32,39",ByLayer,,
MB-COTAS,Angular Dimension,,,,1,,"41,49,137",ByLayer,,
MB-ELEV 2,Polyline,194.8386,39.4839,,1,,"153,153,153",HIDDEN2,False,0.0002
MB-ELEV 2,Polyline,3463.7725,491.8363,,1,,"153,153,153",HIDDEN2,True,0.0035
FA_0.05,Line,,681.8593,,1,,8,ByLayer,,
FA_0.05,Line,,60.0000,,1,,8,ByLayer,,
FA_0.05,Line,,561.6564,,1,,8,ByLayer,,
MB-ELEV 2,Polyline,0.0000,96.0023,,1,,ByLayer,ByLayer,False,0.0000
MB-ELEV 2,DIF LINEAL,,,,1,Millimeters,"248,215,49",ByLayer,,
MB-ELEV 2,Polyline,4860.5932,289.6651,,1,,red,ByLayer,True,0.0049
MB-ELEV 2,Polyline,587.7322,188.6067,,1,,red,ByLayer,True,0.0006
MB-ELEV 2,Polyline,598.4352,82.8020,,1,,red,ByLayer,False,0.0006
MB-ELEV 2,Polyline,29505.2020,825.4174,,1,,red,ByLayer,True,0.0295
MB-ELEV 2,Polyline,1230.0000,144.0000,,1,,red,ByLayer,False,0.0012
MB-ELEV 2,Line,,333.6428,,1,,red,ByLayer,,
MB-ELEV 2,Line,,333.6436,,1,,red,ByLayer,,
FA_0.05,Line,,217.7604,,1,,8,HIDDEN2,,
MB-ELEV 2,Polyline,0.0000,154.1426,,1,,yellow,ByLayer,False,0.0000
A-ARQ-CIELO FALSO,Line,,54.7147,,1,,ByLayer,HIDDEN2,,
A-ARQ-CIELO FALSO,Line,,115.9700,,1,,ByLayer,ByLayer,,
A-ARQ-BARANDAS Y EM,Line,,688.0000,,1,,8,ByLayer,,
A-ARQ-CIELO FALSO,Polyline,79990.7356,846.1423,,1,,8,ByLayer,False,0.0800
A-ARQ-CIELO FALSO,Line,,46.0000,,1,,ByLayer,ByLayer,,
A-COT-EXTERIORES,Polyline,0.0000,656.7112,,1,,8,DASHDOT,False,0.0000
MB-COTAS,Polyline,0.0000,561.2645,,1,,"41,49,137",ByLayer,False,0.0000
A-COT-EXTERIORES,Line,,427.3796,,1,,8,Hidden,,
A-TXT-ESPECIFICACION,MText,,,PIEZA POLIESTIRENO \PEXPANDIDO 30KG/M3,1,,ByLayer,ByLayer,,
A-TXT-ESPECIFICACION,Circle,7853.9816,,,1,,ByLayer,Hidden,,0.0079
MB-ELEV 2,MText,,,ENLUCIDO Y PINTURA,1,,yellow,ByLayer,,
A-TXT-ESPECIFICACION,Polyline,11903.2238,445.3688,,1,,ByLayer,ByLayer,False,0.0119
MB-ELEV 2,MText,,,CONSIDERAR UNION CON CINTA FIBRA \PDE VIDRIO Y ADHESIVO PARA CINTA,1,,yellow,ByLayer,,
MB-ELEV 2,MText,,,PLACA YESOCARTON ST E=10MM.,1,,yellow,ByLayer,,
MB-COTAS,Radial Dimension,,,,1,,"41,49,137",ByLayer,,
